reference,name,link,n_value_strings,chars_raw,chars_clean,has_percent_markup,has_dollar_markup,has_amp_markup
15657,ANCELINUS Galli,/individus/15657-ancelinusgalli,11,321,311,1,1,0
948,ARNALDUS Dordraci,/individus/948-arnaldusdordraci,21,566,544,1,1,0
16162,AEGIDIUS Sardonis,/individus/16162-aegidiussardonis,15,409,395,1,1,0
25883,ANTHONIUS Cioni,/individus/25883-anthoniuscioni,14,498,486,1,1,1
17019,ANTHONIUS Godeffridi,/individus/17019-anthoniusgodeffridi,11,498,488,1,1,1
15711,ARNALDUS Criel,/individus/15711-arnalduscriel,13,415,403,1,1,0
16351,ANTHONIUS de Novo Castro,/individus/16351-anthoniusdenovocastro,16,585,571,1,1,1
134,ADENULPHUS de Anania,/individus/134-adenulphusdeanania,204,11251,11075,1,1,1
238,AGATHA la Maresqualle,/individus/238-agathalamaresqualle,12,495,485,1,1,1
976,ARNALDUS Reyneri,/individus/976-arnaldusreyneri,14,478,461,1,1,0
91,ADAM de Kininmund,/individus/91-adamdekininmund,13,275,267,1,1,0
16343,ANTHONIUS Messonis,/individus/16343-anthoniusmessonis,15,439,425,1,1,0
16063,AEGIDIUS Mercier,/individus/16063-aegidiusmercier,13,350,342,1,1,0
56241,AEGIDIUS de Poceyo,/individus/56241-aegidiusdepoceyo,12,304,296,1,1,0
1062,ARNULPHUS Prerexeilet,/individus/1062-arnulphusprerexeilet,20,777,761,1,1,1
17190,AEGIDIUS de Charly,/individus/17190-aegidiusdecharly,12,551,536,1,1,1
133,ADEMARUS de Textoria,/individus/133-ademarusdetextoria,10,270,266,1,1,0
126,ADAM de Cambrai,/individus/126-adamdecambrai,61,3350,3252,1,1,1
208,AEGIDIUS de Atrio,/individus/208-aegidiusdeatrio,22,776,751,1,1,1
9,ABSALON de Sancto Victore 1,/individus/9-absalondesanctovictore1,38,1537,1499,1,1,1
54922,AMADEUS de Mousarii,/individus/54922-amadeusdemousarii,13,317,308,1,1,0
55874,ADAM Cochart de Bruillicuria,/individus/55874-adamcochartdebruillicuria,26,786,752,1,1,0
452,ALEXANDER Kech,/individus/452-alexanderkech,11,280,272,1,1,0
283,ALANUS Levis,/individus/283-alanuslevis,14,388,380,1,1,0
15601,ALARDUS de Thouart,/individus/15601-alardusdethouart,15,460,447,1,1,0
51679,ADAM Pote,/individus/51679-adampote,14,426,412,1,1,1
607,ANDREAS de Monte Sancti Eligii,/individus/607-andreasdemontesanctieligii,37,1549,1515,1,1,1
16843,AEGIDIUS de Puteo 1,/individus/16843-aegidiusdeputeo1,13,373,363,1,1,0
16292,ANTHONIUS Bavalen,/individus/16292-anthoniusbavalen,12,278,270,1,0,0
3145,AEGIDIUS Prunier,/individus/3145-aegidiusprunier,10,334,328,1,1,1
731,ANDREAS de Polonia,/individus/731-andreasdepolonia,13,627,611,1,1,0
831,ANTHONIUS Mazoerii,/individus/831-anthoniusmazoerii,34,1456,1410,1,1,1
16525,ADAM de Origniaco,/individus/16525-adamdeorigniaco,26,1035,1003,1,1,1
16256,ANDREAS de Autienca,/individus/16256-andreasdeautienca,10,186,178,1,1,0
60682,AEGIDIUS de Le Coquerie,/individus/60682-aegidiusdelecoquerie,16,436,418,1,1,0
15675,ANTHONIUS Florencii,/individus/15675-anthoniusflorencii,17,723,707,1,1,1
17060,ARDUINUS Paris,/individus/17060-arduinusparis,11,462,456,1,1,1
16190,ADAM Carlier,/individus/16190-adamcarlier,17,390,374,1,1,0
219,AEGIDIUS de Drocis,/individus/219-aegidiusdedrocis,9,272,268,1,1,0
13147,AEGIDIUS Hugonis,/individus/13147-aegidiushugonis,19,1006,978,1,1,1
23338,AEGIDIUS 11,/individus/23338-aegidius11,10,439,431,1,1,1
22979,ALPHONSUS 2,/individus/22979-alphonsus2,12,387,375,1,1,1
656,ANDREAS Hactivannus de Offembuegh,/individus/656-andreashactivannusdeoffembuegh,12,482,472,1,1,1
13140,ADRIANUS de Mil,/individus/13140-adrianusdemil,27,1341,1295,1,1,1
60485,ARNO Gevaldi,/individus/60485-arnogevaldi,18,851,823,1,1,1
52097,ALANUS de Tongres,/individus/52097-alanusdetongres,13,611,591,1,1,1
50843,AEGIDIUS Corensander,/individus/50843-aegidiuscorensander,19,487,467,1,1,0
567,AMBROSIUS,/individus/567-ambrosius,14,527,513,1,1,1
1075,ASSOT,/individus/1075-assot,12,339,333,1,1,0
16363,ANTHONIUS Escalardi,/individus/16363-anthoniusescalardi,12,315,307,1,1,0
3112,AEGIDIUS de Auxerre,/individus/3112-aegidiusdeauxerre,14,415,403,1,1,0
55755,ANTHONIUS Seneschal,/individus/55755-anthoniusseneschal,13,361,353,1,1,0
51677,ANDREAS de Sancto Petro,/individus/51677-andreasdesanctopetro,13,450,436,1,1,1
542,ALPHONSUS Stephanus,/individus/542-alphonsusstephanus,15,507,495,1,1,0
60191,AMBROSIUS Ernst,/individus/60191-ambrosiusernst,17,399,381,1,1,1
16366,ANTHONIUS Chalvini,/individus/16366-anthoniuschalvini,14,370,358,1,1,0
17017,ANTHONIUS de Arthusio,/individus/17017-anthoniusdearthusio,10,467,461,1,1,1
15592,ANDREAS dictus Calis,/individus/15592-andreasdictuscalis,17,577,551,1,1,1
58,ADAM Scotrelman,/individus/58-adamscotrelman,10,221,213,1,1,0
16747,ALARDUS de Tovart,/individus/16747-alardusdetovart,12,394,382,1,1,1
298,ALANUS Tardi,/individus/298-alanustardi,22,818,796,1,1,1
386,ALBERTUS Nicolai 2,/individus/386-albertusnicolai2,14,359,347,1,1,0
789,ANTHONIUS Ansel,/individus/789-anthoniusansel,12,277,267,1,1,0
275,ALANUS Gonterii 1,/individus/275-alanusgonterii1,50,2242,2178,1,1,1
15699,ANTHONIUS Solat,/individus/15699-anthoniussolat,14,440,428,1,1,0
50790,ANDREAS de Florentia,/individus/50790-andreasdeflorentia,22,600,570,1,1,0
16202,AEGIDIUS Hanage,/individus/16202-aegidiushanage,15,332,322,1,1,0
942,ARNALDUS Brun de Gorinchem,/individus/942-arnaldusbrundegorinchem,12,340,332,1,1,0
15579,ADRIANUS Trudelle,/individus/15579-adrianustrudelle,14,442,431,1,1,0
16175,AEGIDIUS de Leodio,/individus/16175-aegidiusdeleodio,13,389,375,1,1,0
1096,AUGUSTINUS Italus,/individus/1096-augustinusitalus,14,238,230,1,1,0
15720,ARNULPHUS Hugonis,/individus/15720-arnulphushugonis,10,288,280,1,1,0
56572,ANTHONIUS Davidis,/individus/56572-anthoniusdavidis,19,489,467,1,1,0
582,AMPLONIUS Toern de Creveldia,/individus/582-amploniustoerndecreveldia,26,734,702,1,1,0
568,AMBROSIUS Cimentarii,/individus/568-ambrosiuscimentarii,21,971,949,1,1,1
113,ADAM de Villanis,/individus/113-adamdevillanis,14,403,393,1,1,1
16416,ANDREAS Winterberger,/individus/16416-andreaswinterberger,18,778,760,1,1,1
922,ARNALDUS Coci de Clivis,/individus/922-arnalduscocideclivis,25,655,629,1,1,1
55329,ANCELLUS,/individus/55329-ancellus,17,555,539,1,1,1
829,ANTHONIUS Kriessem,/individus/829-anthoniuskriessem,11,307,299,1,1,0
805,ANTHONIUS de Monte Sancti Eligii,/individus/805-anthoniusdemontesanctieligii,20,763,739,1,1,1
17138,ALEXANDER de Maresiis,/individus/17138-alexanderdemaresiis,13,309,299,1,1,1
60550,ALBERICUS Graindor,/individus/60550-albericusgraindor,16,394,386,1,1,0
178,AEGIDIUS Hannequin,/individus/178-aegidiushannequin,16,543,531,1,1,0
50905,ALANUS Follorin,/individus/50905-alanusfollorin,13,303,295,1,1,0
60062,AUBERTUS Echopart,/individus/60062-aubertusechopart,13,379,373,1,1,0
553,AMADEUS de Castello,/individus/553-amadeusdecastello,27,1207,1181,1,1,1
20878,Abbas de …rpenay,/individus/20878-abbasde…rpenay,12,498,488,1,1,1
752,ANGELUS de Camerino,/individus/752-angelusdecamerino,95,4533,4467,1,1,1
13154,ANDREAS Parvi,/individus/13154-andreasparvi,26,1852,1804,1,1,1
16336,ANTHONIUS Richon,/individus/16336-anthoniusrichon,16,475,459,1,1,0
763,ANSELMUS de Cumis,/individus/763-anselmusdecumis,60,4374,4314,1,1,1
574,AMBROSIUS de Wastine,/individus/574-ambrosiusdewastine,27,899,867,1,1,0
16065,AEGIDIUS Morelet,/individus/16065-aegidiusmorelet,18,824,804,1,1,1
874,ARMANDUS de Sancto Quintino,/individus/874-armandusdesanctoquintino,10,280,272,1,1,0
1091,AUDOINUS de Roca,/individus/1091-audoinusderoca,34,1534,1490,1,1,1
17179,ANDREAS Vassoris,/individus/17179-andreasvassoris,18,649,631,1,1,0
95,ADAM de Norfolk,/individus/95-adamdenorfolk,19,399,363,1,1,0
15844,ADAM Magistri,/individus/15844-adammagistri,15,453,439,1,1,0
55883,ANTHONIUS Huyard,/individus/55883-anthoniushuyard,18,452,442,1,1,0
54928,ANTHONIUS de Noeriis,/individus/54928-anthoniusdenoeriis,19,518,489,1,1,0
16201,AEGIDIUS Grosyeux,/individus/16201-aegidiusgrosyeux,17,656,637,1,1,1
223,AEGIDIUS de Marla,/individus/223-aegidiusdemarla,17,469,453,1,1,0
93,ADAM de Melun,/individus/93-adamdemelun,13,332,320,1,1,0
172,AEGIDIUS Carlerii,/individus/172-aegidiuscarlerii,228,15735,15367,1,1,1
812,ANTHONIUS Balue,/individus/812-anthoniusbalue,14,419,404,1,1,0
860,ARCHAMBALDUS de Lautrico,/individus/860-archambaldusdelautrico,26,877,843,1,1,1
59376,ANTHONIUS de Saint-Morice,/individus/59376-anthoniusdesaint-morice,13,370,364,1,1,0
15677,ANTHONIUS de Framecourt,/individus/15677-anthoniusdeframecourt,18,652,632,1,1,0
537,ALPHONSUS Borox,/individus/537-alphonsusborox,28,1774,1734,1,1,1
490,ALEXANDER 3,/individus/490-alexander3,12,385,375,1,1,0
19881,ARNALDUS de Quimballe,/individus/19881-arnaldusdequimballe,19,838,814,1,1,1
120,ADAM L'Englois,/individus/120-adaml'englois,11,211,207,1,1,0
444,ALEXANDER Cavelier,/individus/444-alexandercavelier,22,1105,1075,1,1,1
3110,AEGIDIUS Sainte,/individus/3110-aegidiussainte,26,1014,980,1,1,1
429,ALBINUS Bellocis,/individus/429-albinusbellocis,16,543,531,1,1,1
16817,ARNULPHUS de Ecclesia,/individus/16817-arnulphusdeecclesia,22,999,971,1,1,1
60036,ADAM Henricy,/individus/60036-adamhenricy,13,348,340,1,1,0
56238,AMBROSIUS Hemery,/individus/56238-ambrosiushemery,24,714,674,1,1,0
637,ANDREAS Elemosine de Perusio,/individus/637-andreaselemosinedeperusio,21,971,941,1,1,0
16781,ANSELMUS Lohier,/individus/16781-anselmuslohier,17,1156,1131,1,1,0
17009,ADAM Deshates,/individus/17009-adamdeshates,11,466,458,1,1,1
827,ANTHONIUS Kaerer,/individus/827-anthoniuskaerer,14,369,357,1,1,0
3141,AEGIDIUS de Subfurno,/individus/3141-aegidiusdesubfurno,36,2121,2074,1,1,1
60463,ASKILLUS,/individus/60463-askillus,15,511,495,1,1,1
17063,ADAM Chenetat,/individus/17063-adamchenetat,10,434,428,1,1,1
3146,AEGIDIUS Artuarii,/individus/3146-aegidiusartuarii,11,366,356,1,1,0
60686,AEGIDIUS de Remino,/individus/60686-aegidiusderemino,20,560,542,1,1,0
17102,ALBERTUS Picardi,/individus/17102-albertuspicardi,10,458,452,1,1,1
54923,AMADEUS Salomonis,/individus/54923-amadeussalomonis,12,299,290,1,1,0
882,ARNALDUS Buchseel,/individus/882-arnaldusbuchseel,14,335,325,1,1,0
57141,ALANUS 2,/individus/57141-alanus2,15,654,632,1,1,1
16839,ALANUS de Campotorto,/individus/16839-alanusdecampotorto,14,550,534,1,1,1
921,ARNALDUS Naghel,/individus/921-arnaldusnaghel,21,680,654,1,1,0
15556,ADAM de Eynsham,/individus/15556-adamdeeynsham,89,3677,3605,1,1,1
675,ANDREAS Marchand,/individus/675-andreasmarchand,31,2208,2160,1,1,1
152,ADRIANUS Van den Eeckhoute,/individus/152-adrianusvandeneeckhoute,44,862,830,1,1,1
225,AEGIDIUS de Meriaco,/individus/225-aegidiusdemeriaco,19,771,753,1,1,0
16523,ADAM Tournemeule,/individus/16523-adamtournemeule,17,606,586,1,1,1
16247,ALBERTUS Clementis,/individus/16247-albertusclementis,12,313,304,1,1,0
929,ARNALDUS de Tricht 2,/individus/929-arnaldusdetricht2,31,1081,1038,1,1,1
16844,AEGIDIUS Grunsineti,/individus/16844-aegidiusgrunsineti,21,552,521,1,1,0
16053,AEGIDIUS Gilberti,/individus/16053-aegidiusgilberti,13,342,332,1,1,0
180,AEGIDIUS Hervey,/individus/180-aegidiushervey,12,272,262,1,1,0
110,ADAM de Soissons,/individus/110-adamdesoissons,18,494,486,1,1,1
711,ANDREAS de Courceneto,/individus/711-andreasdecourceneto,14,473,457,1,1,1
81,ADAM de Emelisse,/individus/81-adamdeemelisse,13,318,310,1,1,0
17189,AEGIDIUS Cadot,/individus/17189-aegidiuscadot,13,498,488,1,1,1
346,ALBERICUS Roussellus,/individus/346-albericusroussellus,10,263,257,1,1,0
760,ANSELMUS Maugarny,/individus/760-anselmusmaugarny,17,438,422,1,1,0
16359,ANTHONIUS Garlan,/individus/16359-anthoniusgarlan,12,316,308,1,1,0
18763,ALBERTUS Ricardi,/individus/18763-albertusricardi,10,464,458,1,1,1
16348,ANTHONIUS Pauli,/individus/16348-anthoniuspauli,36,2430,2330,1,1,0
60011,ALANUS Bernardi,/individus/60011-alanusbernardi,13,406,400,1,1,0
16047,AEGIDIUS Du Mont,/individus/16047-aegidiusdumont,12,299,291,1,1,0
16472,ALANUS Menguidi,/individus/16472-alanusmenguidi,14,363,350,1,1,0
289,ALANUS Nuzi,/individus/289-alanusnuzi,16,576,568,1,1,0
18364,AEGIDIUS de Maintenay,/individus/18364-aegidiusdemaintenay,13,399,391,1,1,1
16524,ADAM de Richero,/individus/16524-adamderichero,18,496,478,1,1,0
181,AEGIDIUS Houdebin,/individus/181-aegidiushoudebin,59,3098,3013,1,1,1
18995,ASSISTANS Lombadorum,/individus/18995-assistanslombadorum,14,612,592,1,1,1
17081,ANTHONIUS Gruget,/individus/17081-anthoniusgruget,10,457,451,1,1,1
271,ALANUS Forestarii,/individus/271-alanusforestarii,18,710,693,1,1,0
16271,ANDREAS Reginaldi,/individus/16271-andreasreginaldi,16,479,463,1,1,0
51660,ABSALON de Sancto-Victore 2,/individus/51660-absalondesancto-victore2,21,996,966,1,1,1
16068,AEGIDIUS Oudardi,/individus/16068-aegidiusoudardi,22,786,762,1,1,0
426,ALBERTUS de Yselsteyn,/individus/426-albertusdeyselsteyn,18,494,477,1,1,0
34,ADAM Choquardi de S. Amando,/individus/34-adamchoquardides.amando,21,1063,1043,1,1,0
22092,ARNULPHUS de Verli,/individus/22092-arnulphusdeverli,11,258,252,1,1,0
17054,AMELINUS Bertin,/individus/17054-amelinusbertin,11,477,469,1,1,1
825,ANTHONIUS Gerardi,/individus/825-anthoniusgerardi,14,356,346,1,1,0
55956,ADAM Cochard,/individus/55956-adamcochard,19,569,549,1,1,0
1066,ARNULPHUS de Gorceyo,/individus/1066-arnulphusdegorceyo,20,530,508,1,1,0
17075,ANTHONIUS Senescalli,/individus/17075-anthoniussenescalli,10,472,466,1,1,1
25067,AEGIDIUS Segart,/individus/25067-aegidiussegart,12,493,481,1,1,1
59948,ALEXANDER de Kempen,/individus/59948-alexanderdekempen,16,416,404,1,1,1
601,ANDREAS de Novocastro,/individus/601-andreasdenovocastro,33,1813,1782,1,1,1
16265,ANDREAS de Karipault,/individus/16265-andreasdekaripault,15,408,394,1,1,0
998,ARNALDUS de Chaustiavilla,/individus/998-arnaldusdechaustiavilla,10,297,293,1,1,0
980,ARNALDUS Uncus,/individus/980-arnaldusuncus,12,361,348,1,1,0
53629,AEGIDIUS de Molinis,/individus/53629-aegidiusdemolinis,13,368,354,1,1,0
1072,ARVIDUS Corke,/individus/1072-arviduscorke,46,2843,2742,1,1,1
722,ANDREAS de Gouda,/individus/722-andreasdegouda,18,849,827,1,1,1
912,ARNALDUS de Prato,/individus/912-arnaldusdeprato,36,883,845,1,1,1
76,ADAM de Charniaco,/individus/76-adamdecharniaco,12,260,252,1,1,1
16469,ALANUS Enfloech,/individus/16469-alanusenfloech,14,466,455,1,1,0
12566,ACHARISIUS Geffroys,/individus/12566-acharisiusgeffroys,13,362,352,1,1,0
866,ARDENGUS de Liège,/individus/866-ardengusdeliège,12,266,260,1,1,0
482,ALEXANDER de Sancto Elpidio,/individus/482-alexanderdesanctoelpidio,138,6206,6084,1,1,1
54931,ARNALDUS Leotardi,/individus/54931-arnaldusleotardi,18,470,446,1,1,0
56955,AEGIDIUS Dordon,/individus/56955-aegidiusdordon,15,578,566,1,1,1
53476,ARNO Sigvardi,/individus/53476-arnosigvardi,51,3285,3195,1,1,1
543,ALPHONSUS Varga Toletanus,/individus/543-alphonsusvargatoletanus,75,3468,3392,1,1,1
3118,AEGIDIUS de Congiaco,/individus/3118-aegidiusdecongiaco,12,413,401,1,1,0
53846,AMALRICUS de Monte Alto,/individus/53846-amalricusdemontealto,18,476,454,1,1,0
19371,ANTHONIUS de Tramecourt,/individus/19371-anthoniusdetramecourt,23,912,872,1,1,1
329,ALARDUS Ghemani de Gouda,/individus/329-alardusghemanidegouda,21,674,652,1,1,0
16242,ALANUS de Rosmadec,/individus/16242-alanusderosmadec,12,306,296,1,1,0
16428,ALEXANDER Leviston,/individus/16428-alexanderleviston,15,614,600,1,1,1
440,ALEXANDER Aldhoch,/individus/440-alexanderaldhoch,13,336,328,1,1,0
17288,AMALRICUS de Credonio,/individus/17288-amalricusdecredonio,26,749,717,1,1,0
29,ADAM Blanque,/individus/29-adamblanque,15,514,505,1,1,0
58023,ANTHONIUS Cavardi,/individus/58023-anthoniuscavardi,15,496,480,1,1,1
18993,ASSISTANS Yspanorum,/individus/18993-assistansyspanorum,14,614,594,1,1,1
16270,ANDREAS Raveau,/individus/16270-andreasraveau,13,341,331,1,0,0
19108,AEGIDIUS Picardi 2,/individus/19108-aegidiuspicardi2,10,470,463,1,1,0
22804,AMFREDUS de Sancto Remigio,/individus/22804-amfredusdesanctoremigio,10,502,486,1,1,1
17012,ALANUS Greneti,/individus/17012-alanusgreneti,10,454,448,1,1,1
741,ANDREAS de Turri,/individus/741-andreasdeturri,67,2578,2505,1,1,1
59865,ANTHONIUS Fauvel,/individus/59865-anthoniusfauvel,13,383,373,1,1,0
184,AEGIDIUS Kaudeles,/individus/184-aegidiuskaudeles,11,274,266,1,1,0
15671,ANTHONIUS Daubini,/individus/15671-anthoniusdaubini,15,448,435,1,1,0
842,ANTHONIUS de Bononia,/individus/842-anthoniusdebononia,20,837,815,1,1,1
16227,ALANUS Le Brun I,/individus/16227-alanuslebruni,16,408,392,1,1,0
961,ARNALDUS Petri de Haerlem,/individus/961-arnalduspetridehaerlem,29,1049,1004,1,1,0
19110,AEGIDIUS Crurardi,/individus/19110-aegidiuscrurardi,11,439,431,1,1,0
56242,AEGIDIUS de La=Vacqueresse,/individus/56242-aegidiusdela=vacqueresse,12,328,320,1,1,0
15725,ARTHURUS de Troia,/individus/15725-arthurusdetroia,30,1927,1865,1,1,0
15707,ARBSTUS Dichfeu,/individus/15707-arbstusdichfeu,13,384,374,1,1,0
60296,ANTHONIUS de Bridieu,/individus/60296-anthoniusdebridieu,14,439,429,1,1,0
16860,ADRIANUS,/individus/16860-adrianus,21,1301,1269,1,1,1
50984,ANCELLUS Chocart,/individus/50984-ancelluschocart,28,1314,1266,1,1,1
987,ARNALDUS de Aussaco,/individus/987-arnaldusdeaussaco,9,240,232,1,1,0
17059,ANTHONIUS Massiot,/individus/17059-anthoniusmassiot,10,352,346,1,1,1
1000,ARNALDUS de Delft,/individus/1000-arnaldusdedelft,16,426,412,1,1,0
111,ADAM de Spruun,/individus/111-adamdespruun,10,375,366,1,1,1
50947,ANSELMUS de Mailliaco,/individus/50947-anselmusdemailliaco,14,328,320,1,1,0
13164,ANTHONIUS Kien,/individus/13164-anthoniuskien,22,1006,983,1,1,1
54925,ANSELMUS Boton,/individus/54925-anselmusboton,28,845,820,1,1,0
84,ADAM de Franseriis,/individus/84-adamdefranseriis,30,1115,1085,1,1,0
54477,AEGIDIUS Cornu,/individus/54477-aegidiuscornu,32,1086,1038,1,1,1
59991,AEGIDIUS de Noefville,/individus/59991-aegidiusdenoefville,13,326,320,1,1,0
846,ANTHONIUS de Challant,/individus/846-anthoniusdechallant,45,2479,2411,1,1,1
1012,ARNALDUS de Harderwick,/individus/1012-arnaldusdeharderwick,14,361,351,1,1,0
52,ADAM Pice,/individus/52-adampice,20,958,934,1,1,0
16217,ALANUS de Birres,/individus/16217-alanusdebirres,19,534,512,1,1,0
718,ANDREAS de Feucheriis,/individus/718-andreasdefeucheriis,16,418,402,1,1,1
19252,AEGIDIUS Hutelot,/individus/19252-aegidiushutelot,11,298,290,1,1,0
21987,ADAM Le Cirier 2,/individus/21987-adamlecirier2,12,515,504,1,1,1
16401,ANTHONIUS Benet,/individus/16401-anthoniusbenet,13,296,286,1,1,0
15484,AEGIDIUS Le Muisit,/individus/15484-aegidiuslemuisit,198,14878,14632,1,1,1
15,ADA de Atrebato,/individus/15-adadeatrebato,11,346,338,1,1,0
747,ANDREAS de Trebrun,/individus/747-andreasdetrebrun,37,1659,1594,1,1,0
16119,AEGIDIUS de Stratis,/individus/16119-aegidiusdestratis,11,371,362,1,1,1
326,ALARDUS de Clotinge,/individus/326-alardusdeclotinge,14,490,478,1,1,0
19259,AEGIDIUS Massardi,/individus/19259-aegidiusmassardi,20,648,635,1,1,0
57076,ARTHURUS Gueroult,/individus/57076-arthurusgueroult,15,557,545,1,1,1
168,AEGIDIUS Brune,/individus/168-aegidiusbrune,18,927,903,1,1,0
77,ADAM de Corbolio,/individus/77-adamdecorbolio,18,450,428,1,1,0
472,ALEXANDER de Duaco,/individus/472-alexanderdeduaco,15,639,627,1,1,0
645,ANDREAS Garin,/individus/645-andreasgarin,23,863,831,1,1,1
1094,AUFREDUS Quortqueneran,/individus/1094-aufredusquortqueneran,15,512,498,1,1,0
669,ANDREAS Johannis de Suecia,/individus/669-andreasjohannisdesuecia,57,3321,3191,1,1,1
439,ALEXANDER Afini,/individus/439-alexanderafini,15,434,424,1,1,0
435,ALELMUS de Cuisy,/individus/435-alelmusdecuisy,11,271,259,1,1,0
15701,ANTHONIUS Veneti 2,/individus/15701-anthoniusveneti2,13,352,344,1,1,0
16211,AEGIDIUS Touraud,/individus/16211-aegidiustouraud,14,358,348,1,1,0
15586,ALANUS Dyennis,/individus/15586-alanusdyennis,13,664,647,1,1,1
17086,ANTHONIUS Des Comptes,/individus/17086-anthoniusdescomptes,10,465,459,1,1,1
16314,ANTHONIUS Gaberi,/individus/16314-anthoniusgaberi,18,549,525,1,1,0
54044,AMALRICUS Deniau,/individus/54044-amalricusdeniau,18,486,464,1,1,0
16274,ANDREAS Textoris 2,/individus/16274-andreastextoris2,12,313,305,1,1,0
365,ALBERTUS de Polonia,/individus/365-albertusdepolonia,11,301,293,1,1,0
907,ARNALDUS Guillelmi,/individus/907-arnaldusguillelmi,18,387,367,1,1,0
57232,ADAM Lelier de Laon,/individus/57232-adamlelierdelaon,14,503,491,1,1,1
287,ALANUS Militis 2,/individus/287-alanusmilitis2,24,903,876,1,1,0
16078,AEGIDIUS de Westina,/individus/16078-aegidiusdewestina,24,1144,1113,1,1,0
15304,ADAM de Courlandon,/individus/15304-adamdecourlandon,93,3203,3105,1,1,1
58016,AEGIDIUS de Bridport,/individus/58016-aegidiusdebridport,21,929,909,1,1,1
19145,AEGIDIUS Anglici 2,/individus/19145-aegidiusanglici2,12,439,427,1,1,0
926,ARNALDUS de Celario,/individus/926-arnaldusdecelario,40,1381,1323,1,1,1
60023,ASLACUS,/individus/60023-aslacus,13,391,377,1,1,0
13170,AUGUSTINUS de Ratisbona,/individus/13170-augustinusderatisbona,23,824,796,1,1,1
17123,ANDREAS Keller,/individus/17123-andreaskeller,13,754,739,1,1,1
53847,AMALRICUS 2,/individus/53847-amalricus2,13,303,293,1,1,0
22095,ARNALDUS de Bobus,/individus/22095-arnaldusdebobus,15,300,285,1,1,0
16805,AUFREDUS Britonis,/individus/16805-aufredusbritonis,10,224,220,1,1,0
16510,AEGIDIUS Monachi,/individus/16510-aegidiusmonachi,14,660,646,1,1,0
16281,AMANEVUS de Pulcrorivo,/individus/16281-amanevusdepulcrorivo,14,361,353,1,1,0
52147,ARNULPHUS de Marna,/individus/52147-arnulphusdemarna,13,545,528,1,1,1
243,AGNES de Gravia,/individus/243-agnesdegravia,10,238,232,1,1,0
23268,ANDREAS de Prado,/individus/23268-andreasdeprado,46,3193,3134,1,1,1
985,ARNALDUS de Aquis,/individus/985-arnaldusdeaquis,13,360,348,1,1,0
615,ANDREAS Badenagh,/individus/615-andreasbadenagh,24,594,566,1,1,0
25381,ANDREAS Culdoe,/individus/25381-andreasculdoe,17,560,546,1,1,0
16169,AEGIDIUS Bocquet,/individus/16169-aegidiusbocquet,14,328,316,1,1,0
903,ARNALDUS Barrari,/individus/903-arnaldusbarrari,14,294,288,1,1,0
17132,ADA de Cerny,/individus/17132-adadecerny,9,453,443,1,1,1
57118,ANTHONIUS Peligneus,/individus/57118-anthoniuspeligneus,28,1260,1230,1,1,1
649,ANDREAS Glaync,/individus/649-andreasglaync,13,324,308,1,1,0
72,ADAM de Brana,/individus/72-adamdebrana,17,454,444,1,1,1
15638,ANDREAS Longoeul,/individus/15638-andreaslongoeul,14,405,395,1,1,0
221,AEGIDIUS de Duraemortis,/individus/221-aegidiusdeduraemortis,45,1994,1940,1,1,1
52191,ALBERTUS Austriensis,/individus/52191-albertusaustriensis,15,753,737,1,1,1
627,ANDREAS Cornubiensis,/individus/627-andreascornubiensis,37,1984,1960,1,1,1
159,AEGIDIUS 4,/individus/159-aegidius4,10,276,270,1,1,0
27,ADAM Bercherii de Francovilla,/individus/27-adambercheriidefrancovilla,41,2625,2562,1,1,1
662,ANDREAS Heye,/individus/662-andreasheye,11,319,309,1,1,0
371,ALBERTUS 3,/individus/371-albertus3,11,378,369,1,1,1
16300,ANTHONIUS de Chalucio,/individus/16300-anthoniusdechalucio,14,400,388,1,1,0
17043,AEGIDIUS Sanchon,/individus/17043-aegidiussanchon,10,446,438,1,1,1
16848,ARNALDUS Longi,/individus/16848-arnalduslongi,14,385,371,1,1,0
16204,AEGIDIUS Huve,/individus/16204-aegidiushuve,15,406,391,1,1,0
16740,ALEXANDER de Crèvecoeur,/individus/16740-alexanderdecrèvecoeur,17,658,642,1,1,1
48,ADAM Martin,/individus/48-adammartin,17,673,659,1,1,1
16850,AEGIDIUS Anselmi,/individus/16850-aegidiusanselmi,12,337,327,1,1,0
1018,ARNALDUS de Sancta Maria Gest,/individus/1018-arnaldusdesanctamariagest,20,964,940,1,1,0
16203,AEGIDIUS Havart,/individus/16203-aegidiushavart,10,205,201,1,1,0
16493,ANDREAS Mel,/individus/16493-andreasmel,12,485,475,1,1,0
17089,ANTHONIUS Du Bies,/individus/17089-anthoniusdubies,10,466,460,1,1,1
17129,ANDREAS Aldeorum,/individus/17129-andreasaldeorum,11,520,510,1,1,1
17105,AEGIDIUS de Villiers,/individus/17105-aegidiusdevilliers,10,482,474,1,1,1
16787,ARNALDUS Maleti,/individus/16787-arnaldusmaleti,14,569,558,1,1,0
195,AEGIDIUS Nettelet,/individus/195-aegidiusnettelet,59,2206,2134,1,1,1
16066,AEGIDIUS de Noa,/individus/16066-aegidiusdenoa,17,543,527,1,1,0
12800,ANTHONIUS Ruffi,/individus/12800-anthoniusruffi,26,1209,1177,1,1,1
972,ARNALDUS Past,/individus/972-arnalduspast,14,348,337,1,1,0
